Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,Open,High,Low,Close,Adj Close,Volume,Netto_Position_NonCom,Netto_Position_Com,Totall_diff,Median_Total_diff,Median_Total_diff_Change,Median_Close_Price,Median_Close_Trend,RSI,Median_RSI
EURO FX - CHICAGO MERCANTILE EXCHANGE,190305,2019-03-05,99741,CME ,0,99,541753,155922,234088,8600,284662,230006,449184,472694,92569,69059,541753,155922,234088,8600,284662,230006,449184,472694,92569,69059,0,0,0,0,0,0,0,0,0,0,13377.0,12075.0,17786.0,-2462.0,1882.0,-8933.0,11495.0,6391.0,1882.0,6986.0,100,28.8,43.2,1.6,52.5,42.5,82.9,87.3,17.1,12.7,100,28.8,43.2,1.6,52.5,42.5,82.9,87.3,17.1,12.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,87,66,33,88,75,183,167,276,87,66,33,88,75,183,167,0,0,0,0,0,0,0,0,17.3,28.4,27.5,41.1,16.7,28.4,26.1,40.7,17.3,28.4,27.5,41.1,16.7,28.4,26.1,40.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.133825421333313,1.1339154243469238,1.1293182373046875,1.133735418319702,1.133735418319702,0.0,-78166,54656,-23510,-30450.5,1260.5,1.13524329662323,0,40.143957147639775,37.63413902052713
EURO FX - CHICAGO MERCANTILE EXCHANGE,190312,2019-03-12,99741,CME ,0,99,536724,151857,227602,18180,276601,219607,446638,465389,90086,71335,536724,151857,227602,18180,276601,219607,446638,465389,90086,71335,0,0,0,0,0,0,0,0,0,0,-5029.0,-4065.0,-6486.0,9580.0,-8061.0,-10399.0,-2546.0,-7305.0,-2483.0,2276.0,100,28.3,42.4,3.4,51.5,40.9,83.2,86.7,16.8,13.3,100,28.3,42.4,3.4,51.5,40.9,83.2,86.7,16.8,13.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272,86,59,40,92,81,191,169,272,86,59,40,92,81,191,169,0,0,0,0,0,0,0,0,17.1,26.6,27.3,40.1,16.5,26.6,26.1,39.6,17.1,26.6,27.3,40.1,16.5,26.6,26.1,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.125885248184204,1.129433035850525,1.1250239610671997,1.1259232759475708,1.1259232759475708,0.0,-75745,56994,-18751,-30450.5,0.0,1.1324657797813416,0,40.38087540726897,39.6183259612014
EURO FX - CHICAGO MERCANTILE EXCHANGE,190319,2019-03-19,99741,CME ,0,99,483172,141700,219404,13143,251905,191673,406748,424220,76424,58952,483172,141700,219404,13143,251905,191673,406748,424220,76424,58952,0,0,0,0,0,0,0,0,0,0,-53552.0,-10157.0,-8198.0,-5037.0,-24696.0,-27934.0,-39890.0,-41169.0,-13662.0,-12383.0,100,29.3,45.4,2.7,52.1,39.7,84.2,87.8,15.8,12.2,100,29.3,45.4,2.7,52.1,39.7,84.2,87.8,15.8,12.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274,86,64,36,87,78,184,167,274,86,64,36,87,78,184,167,0,0,0,0,0,0,0,0,19.0,26.1,30.0,40.7,18.2,26.1,28.6,40.1,19.0,26.1,30.0,40.7,18.2,26.1,28.6,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.13355553150177,1.1363636255264282,1.1334270238876345,1.133619785308838,1.133619785308838,0.0,-77704,60232,-17472,-29117.0,1333.5,1.1324079632759094,0,42.21761913424131,40.26241627745437
EURO FX - CHICAGO MERCANTILE EXCHANGE,190326,2019-03-26,99741,CME ,0,99,486804,139696,219974,9811,252484,191685,401991,421470,84813,65334,486804,139696,219974,9811,252484,191685,401991,421470,84813,65334,0,0,0,0,0,0,0,0,0,0,3632.0,-2004.0,570.0,-3332.0,579.0,12.0,-4757.0,-2750.0,8389.0,6382.0,100,28.7,45.2,2.0,51.9,39.4,82.6,86.6,17.4,13.4,100,28.7,45.2,2.0,51.9,39.4,82.6,86.6,17.4,13.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273,82,63,32,91,77,182,163,273,82,63,32,91,77,182,163,0,0,0,0,0,0,0,0,18.6,26.9,29.5,41.3,17.8,26.8,28.0,40.5,18.6,26.9,29.5,41.3,17.8,26.8,28.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1314520835876465,1.1328877210617063,1.127955198287964,1.131580114364624,1.131580114364624,0.0,-80278,60799,-19479,-27499.0,1618.0,1.132599949836731,1,43.46899820347958,40.39238416199005
EURO FX - CHICAGO MERCANTILE EXCHANGE,190402,2019-04-02,99741,CME ,0,99,497717,144973,244157,9499,258809,183599,413281,437255,84436,60462,497717,144973,244157,9499,258809,183599,413281,437255,84436,60462,0,0,0,0,0,0,0,0,0,0,10913.0,5277.0,24183.0,-312.0,6325.0,-8086.0,11290.0,15785.0,-377.0,-4872.0,100,29.1,49.1,1.9,52.0,36.9,83.0,87.9,17.0,12.1,100,29.1,49.1,1.9,52.0,36.9,83.0,87.9,17.0,12.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278,82,69,28,90,78,178,169,278,82,69,28,90,78,178,169,0,0,0,0,0,0,0,0,18.4,26.7,29.0,40.5,17.6,26.5,27.5,40.0,18.4,26.7,29.0,40.5,17.6,26.5,27.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1205987930297852,1.1214005947113037,1.1184556484222412,1.1205737590789795,1.1205737590789795,0.0,-99184,75210,-23974,-25179.0,2320.0,1.132599949836731,0,42.51387432431214,41.29924727075514
EURO FX - CHICAGO MERCANTILE EXCHANGE,190409,2019-04-09,99741,CME ,0,99,494804,140401,242599,10531,258102,180785,409034,433915,85770,60889,494804,140401,242599,10531,258102,180785,409034,433915,85770,60889,0,0,0,0,0,0,0,0,0,0,-2913.0,-4572.0,-1558.0,1032.0,-707.0,-2814.0,-4247.0,-3340.0,1334.0,427.0,100,28.4,49.0,2.1,52.2,36.5,82.7,87.7,17.3,12.3,100,28.4,49.0,2.1,52.2,36.5,82.7,87.7,17.3,12.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,84,66,30,92,74,186,160,277,84,66,30,92,74,186,160,0,0,0,0,0,0,0,0,18.6,27.5,29.0,40.9,17.7,27.1,27.4,40.5,18.6,27.5,29.0,40.9,17.7,27.1,27.4,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1256444454193115,1.128795504570007,1.1256444454193115,1.1256444454193115,1.1256444454193115,0.0,-102198,77317,-24881,-24427.5,751.5,1.1287516951560974,0,35.606434273174756,41.29924727075514
EURO FX - CHICAGO MERCANTILE EXCHANGE,190416,2019-04-16,99741,CME ,0,99,499280,144867,242890,9996,260967,186481,415830,439367,83450,59913,499280,144867,242890,9996,260967,186481,415830,439367,83450,59913,0,0,0,0,0,0,0,0,0,0,4476.0,4466.0,291.0,-535.0,2865.0,5696.0,6796.0,5452.0,-2320.0,-976.0,100,29.0,48.6,2.0,52.3,37.3,83.3,88.0,16.7,12.0,100,29.0,48.6,2.0,52.3,37.3,83.3,88.0,16.7,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281,84,65,28,97,78,190,163,281,84,65,28,97,78,190,163,0,0,0,0,0,0,0,0,18.5,27.6,28.9,40.8,17.7,27.0,27.3,40.3,18.5,27.6,28.9,40.8,17.7,27.0,27.3,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.130441665649414,1.1314995288848877,1.128604531288147,1.1304928064346311,1.1304928064346311,0.0,-98023,74486,-23537,-23755.5,672.0,1.128208041191101,0,32.299615517263405,41.29924727075514
EURO FX - CHICAGO MERCANTILE EXCHANGE,190423,2019-04-23,99741,CME ,0,99,507722,148331,253749,10118,265335,179383,423784,443250,83938,64472,507722,148331,253749,10118,265335,179383,423784,443250,83938,64472,0,0,0,0,0,0,0,0,0,0,8442.0,3464.0,10859.0,122.0,4368.0,-7098.0,7954.0,3883.0,488.0,4559.0,100,29.2,50.0,2.0,52.3,35.3,83.5,87.3,16.5,12.7,100,29.2,50.0,2.0,52.3,35.3,83.5,87.3,16.5,12.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,83,72,28,99,78,190,171,289,83,72,28,99,78,190,171,0,0,0,0,0,0,0,0,18.1,27.2,28.3,40.3,17.4,26.6,26.8,39.7,18.1,27.2,28.3,40.3,17.4,26.6,26.8,39.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.125885248184204,1.1261261701583862,1.1193444728851318,1.1258978843688965,1.1258978843688965,0.0,-105418,85952,-19466,-23523.5,232.0,1.128195345401764,0,17.553103851330974,38.91202670370804
EURO FX - CHICAGO MERCANTILE EXCHANGE,190430,2019-04-30,99741,CME ,0,99,517935,153821,259365,11081,266740,184120,431642,454566,86293,63369,517935,153821,259365,11081,266740,184120,431642,454566,86293,63369,0,0,0,0,0,0,0,0,0,0,10213.0,5490.0,5616.0,963.0,1405.0,4737.0,7858.0,11316.0,2355.0,-1103.0,100,29.7,50.1,2.1,51.5,35.5,83.3,87.8,16.7,12.2,100,29.7,50.1,2.1,51.5,35.5,83.3,87.8,16.7,12.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,82,73,29,97,80,187,174,288,82,73,29,97,80,187,174,0,0,0,0,0,0,0,0,17.4,26.4,27.4,39.3,16.6,25.4,25.9,38.3,17.4,26.4,27.4,39.3,16.6,25.4,25.9,38.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1184180974960327,1.12296462059021,1.117655634880066,1.1185182332992554,1.1185182332992554,0.0,-105544,82620,-22924,-23217.0,306.5,1.125771164894104,0,15.582913851724285,33.95302489521908
EURO FX - CHICAGO MERCANTILE EXCHANGE,190507,2019-05-07,99741,CME ,0,99,516282,152633,258738,10037,269233,184489,431903,453264,84379,63018,516282,152633,258738,10037,269233,184489,431903,453264,84379,63018,0,0,0,0,0,0,0,0,0,0,-1653.0,-1188.0,-627.0,-1044.0,2493.0,369.0,261.0,-1302.0,-1914.0,-351.0,100,29.6,50.1,1.9,52.1,35.7,83.7,87.8,16.3,12.2,100,29.6,50.1,1.9,52.1,35.7,83.7,87.8,16.3,12.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,78,74,29,96,77,181,173,284,78,74,29,96,77,181,173,0,0,0,0,0,0,0,0,17.0,26.9,26.9,39.7,16.3,25.8,25.4,38.6,17.0,26.9,26.9,39.7,16.3,25.8,25.4,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1204482316970823,1.121956706047058,1.1176055669784546,1.1201846599578855,1.1201846599578855,0.0,-106105,84744,-21361,-22142.5,1074.5,1.1231091022491455,0,2.363285928352184,24.92635968429719
EURO FX - CHICAGO MERCANTILE EXCHANGE,190514,2019-05-14,99741,CME ,0,99,504460,150681,245982,9614,262186,186402,422481,441998,81979,62462,504460,150681,245982,9614,262186,186402,422481,441998,81979,62462,0,0,0,0,0,0,0,0,0,0,-11822.0,-1952.0,-12756.0,-423.0,-7047.0,1913.0,-9422.0,-11266.0,-2400.0,-556.0,100,29.9,48.8,1.9,52.0,37.0,83.7,87.6,16.3,12.4,100,29.9,48.8,1.9,52.0,37.0,83.7,87.6,16.3,12.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,75,76,30,95,80,178,178,284,75,76,30,95,80,178,178,0,0,0,0,0,0,0,0,17.1,26.1,27.3,39.0,16.4,25.0,25.7,37.8,17.1,26.1,27.3,39.0,16.4,25.0,25.7,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1232421398162842,1.124606370925903,1.120485782623291,1.1232547760009766,1.1232547760009766,0.0,-95301,75784,-19517,-20439.0,1703.5,1.124449610710144,1,6.833306755966618,16.56800885152763
EURO FX - CHICAGO MERCANTILE EXCHANGE,190521,2019-05-21,99741,CME ,0,99,516122,149873,250975,9547,272597,194394,432017,454916,84105,61206,516122,149873,250975,9547,272597,194394,432017,454916,84105,61206,0,0,0,0,0,0,0,0,0,0,11662.0,-808.0,4993.0,-67.0,10411.0,7992.0,9536.0,12918.0,2126.0,-1256.0,100,29.0,48.6,1.8,52.8,37.7,83.7,88.1,16.3,11.9,100,29.0,48.6,1.8,52.8,37.7,83.7,88.1,16.3,11.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,75,79,29,97,77,181,176,286,75,79,29,97,77,181,176,0,0,0,0,0,0,0,0,17.7,25.6,27.9,38.1,17.1,24.3,26.3,36.7,17.7,25.6,27.9,38.1,17.1,24.3,26.3,36.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1169440746307373,1.11831796169281,1.1142433881759644,1.1168566942214966,1.1168566942214966,0.0,-101102,78203,-22899,-22130.0,-1691.0,1.1217197179794312,0,6.214529493092016,11.208110303845451
EURO FX - CHICAGO MERCANTILE EXCHANGE,190528,2019-05-28,99741,CME ,0,99,536798,151129,250820,15491,283460,211782,450080,478093,86718,58705,536798,151129,250820,15491,283460,211782,450080,478093,86718,58705,0,0,0,0,0,0,0,0,0,0,20676.0,1256.0,-155.0,5944.0,10863.0,17388.0,18063.0,23177.0,2613.0,-2501.0,100,28.2,46.7,2.9,52.8,39.5,83.8,89.1,16.2,10.9,100,28.2,46.7,2.9,52.8,39.5,83.8,89.1,16.2,10.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,76,81,34,93,78,182,181,286,76,81,34,93,78,182,181,0,0,0,0,0,0,0,0,17.5,27.4,28.2,39.4,16.5,23.8,25.3,35.7,17.5,27.4,28.2,39.4,16.5,23.8,25.3,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1193571090698242,1.1199462413787842,1.1171810626983645,1.11938214302063,1.11938214302063,0.0,-99691,71678,-28013,-22911.5,-781.5,1.1197834014892578,0,6.591921812746463,6.71261428435654
EURO FX - CHICAGO MERCANTILE EXCHANGE,190604,2019-06-04,99741,CME ,0,99,517428,155771,243322,10612,266118,205562,432501,459496,84927,57932,517428,155771,243322,10612,266118,205562,432501,459496,84927,57932,0,0,0,0,0,0,0,0,0,0,-19370.0,4642.0,-7498.0,-4879.0,-17342.0,-6220.0,-17579.0,-18597.0,-1791.0,-773.0,100,30.1,47.0,2.1,51.4,39.7,83.6,88.8,16.4,11.2,100,30.1,47.0,2.1,51.4,39.7,83.6,88.8,16.4,11.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,79,73,35,96,81,186,178,288,79,73,35,96,81,186,178,0,0,0,0,0,0,0,0,17.6,24.6,28.0,37.3,17.0,23.5,26.5,36.2,17.6,24.6,28.0,37.3,17.0,23.5,26.5,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1245558261871338,1.1277772188186646,1.1227755546569824,1.124631643295288,1.124631643295288,0.0,-87551,60556,-26995,-23230.5,-319.0,1.1197834014892578,0,7.615546840752103,6.71261428435654
EURO FX - CHICAGO MERCANTILE EXCHANGE,190611,2019-06-11,99741,CME ,0,99,542810,149661,236453,14814,289197,227051,453672,478318,89138,64492,542810,149661,236453,14814,289197,227051,453672,478318,89138,64492,0,0,0,0,0,0,0,0,0,0,25382.0,-6110.0,-6869.0,4202.0,23079.0,21489.0,21171.0,18822.0,4211.0,6560.0,100,27.6,43.6,2.7,53.3,41.8,83.6,88.1,16.4,11.9,100,27.6,43.6,2.7,53.3,41.8,83.6,88.1,16.4,11.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273,73,72,37,95,78,181,174,273,73,72,37,95,78,181,174,0,0,0,0,0,0,0,0,16.8,25.6,27.5,38.5,16.2,22.6,25.4,34.7,16.8,25.6,27.5,38.5,16.2,22.6,25.4,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1318362951278689,1.1332728862762451,1.13047993183136,1.1318106651306152,1.1318106651306152,0.0,-86792,62146,-24646,-23230.5,0.0,1.1217197179794312,1,16.953117262192592,6.71261428435654
EURO FX - CHICAGO MERCANTILE EXCHANGE,190618,2019-06-18,99741,CME ,0,99,503825,162795,215125,8882,250067,222928,421744,446935,82081,56890,503825,162795,215125,8882,250067,222928,421744,446935,82081,56890,0,0,0,0,0,0,0,0,0,0,-38985.0,13134.0,-21328.0,-5932.0,-39130.0,-4123.0,-31928.0,-31383.0,-7057.0,-7602.0,100,32.3,42.7,1.8,49.6,44.2,83.7,88.7,16.3,11.3,100,32.3,42.7,1.8,49.6,44.2,83.7,88.7,16.3,11.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272,76,72,29,84,77,168,170,272,76,72,29,84,77,168,170,0,0,0,0,0,0,0,0,18.1,29.4,28.2,44.6,17.6,29.4,27.1,44.4,18.1,29.4,28.2,44.6,17.6,29.4,27.1,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.12271249294281,1.12440025806427,1.1182304620742798,1.1224603652954102,1.1224603652954102,0.0,-52330,27139,-25191,-23230.5,0.0,1.1228575706481934,1,24.4754934715761,7.22442679835936
EURO FX - CHICAGO MERCANTILE EXCHANGE,190625,2019-06-25,99741,CME ,0,99,521907,159285,215580,13163,262025,238416,434473,467159,87434,54748,521907,159285,215580,13163,262025,238416,434473,467159,87434,54748,0,0,0,0,0,0,0,0,0,0,18082.0,-3510.0,455.0,4281.0,11958.0,15488.0,12729.0,20224.0,5353.0,-2142.0,100,30.5,41.3,2.5,50.2,45.7,83.2,89.5,16.8,10.5,100,30.5,41.3,2.5,50.2,45.7,83.2,89.5,16.8,10.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269,81,63,38,91,74,184,163,269,81,63,38,91,74,184,163,0,0,0,0,0,0,0,0,18.4,29.5,28.6,43.7,18.0,29.2,27.5,43.5,18.4,29.5,28.6,43.7,18.0,29.2,27.5,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1400169134140017,1.141396164894104,1.1378376483917236,1.140029788017273,1.140029788017273,0.0,-56295,23609,-32686,-23785.0,-554.5,1.1235460042953491,1,27.221137847668018,12.284332051472347
EURO FX - CHICAGO MERCANTILE EXCHANGE,190702,2019-07-02,99741,CME ,0,99,520970,157122,188855,10902,268544,261228,436568,460985,84402,59985,520970,157122,188855,10902,268544,261228,436568,460985,84402,59985,0,0,0,0,0,0,0,0,0,0,-937.0,-2163.0,-26725.0,-2261.0,6519.0,22812.0,2095.0,-6174.0,-3032.0,5237.0,100,30.2,36.3,2.1,51.5,50.1,83.8,88.5,16.2,11.5,100,30.2,36.3,2.1,51.5,50.1,83.8,88.5,16.2,11.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270,79,63,35,92,76,181,164,270,79,63,35,92,76,181,164,0,0,0,0,0,0,0,0,18.5,29.7,28.8,44.1,18.0,29.5,27.6,43.9,18.5,29.7,28.8,44.1,18.0,29.5,27.6,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1287063360214231,1.1321053504943848,1.1276754140853882,1.1287446022033691,1.1287446022033691,0.0,-31733,7316,-24417,-24531.5,-746.5,1.1266881227493286,1,36.80530427193971,20.714305366884346
EURO FX - CHICAGO MERCANTILE EXCHANGE,190709,2019-07-09,99741,CME ,0,99,521379,158398,194263,11324,266303,260339,436025,465926,85354,55453,521379,158398,194263,11324,266303,260339,436025,465926,85354,55453,0,0,0,0,0,0,0,0,0,0,409.0,1276.0,5408.0,422.0,-2241.0,-889.0,-543.0,4941.0,952.0,-4532.0,100,30.4,37.3,2.2,51.1,49.9,83.6,89.4,16.4,10.6,100,30.4,37.3,2.2,51.1,49.9,83.6,89.4,16.4,10.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,84,65,36,94,74,186,167,276,84,65,36,94,74,186,167,0,0,0,0,0,0,0,0,17.9,29.2,28.4,44.1,17.3,29.0,27.2,43.9,17.9,29.2,28.4,44.1,17.3,29.0,27.2,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.12147855758667,1.1222084760665894,1.1195324659347534,1.121604323387146,1.121604323387146,0.0,-35865,5964,-29901,-24918.5,-387.0,1.1266881227493286,0,36.80530427193971,25.84831565962206
EURO FX - CHICAGO MERCANTILE EXCHANGE,190716,2019-07-16,99741,CME ,0,99,535848,170487,201838,10095,269227,265074,449809,477007,86039,58841,535848,170487,201838,10095,269227,265074,449809,477007,86039,58841,0,0,0,0,0,0,0,0,0,0,14469.0,12089.0,7575.0,-1229.0,2924.0,4735.0,13784.0,11081.0,685.0,3388.0,100,31.8,37.7,1.9,50.2,49.5,83.9,89.0,16.1,11.0,100,31.8,37.7,1.9,50.2,49.5,83.9,89.0,16.1,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275,80,66,34,94,75,184,165,275,80,66,34,94,75,184,165,0,0,0,0,0,0,0,0,17.4,28.3,27.8,43.8,16.8,28.1,26.8,43.4,17.4,28.3,27.8,43.8,16.8,28.1,26.8,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1260881423950195,1.126633644104004,1.1209003925323486,1.126176834106445,1.126176834106445,0.0,-31351,4153,-27198,-26093.0,-1174.5,1.1274607181549072,1,46.66010788072056,32.01322105980387
EURO FX - CHICAGO MERCANTILE EXCHANGE,190723,2019-07-23,99741,CME ,0,99,541102,173483,212487,9810,269699,254802,452992,477099,88110,64003,541102,173483,212487,9810,269699,254802,452992,477099,88110,64003,0,0,0,0,0,0,0,0,0,0,5254.0,2996.0,10649.0,-285.0,472.0,-10272.0,3183.0,92.0,2071.0,5162.0,100,32.1,39.3,1.8,49.8,47.1,83.7,88.2,16.3,11.8,100,32.1,39.3,1.8,49.8,47.1,83.7,88.2,16.3,11.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273,80,66,31,94,76,182,165,273,80,66,31,94,76,182,165,0,0,0,0,0,0,0,0,17.3,27.7,27.6,43.3,16.7,27.5,26.6,43.1,17.3,27.7,27.6,43.3,16.7,27.5,26.6,43.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF EUR 125,000)",1.1204984188079834,1.121076226234436,1.1149640083312988,1.1206114292144775,1.1206114292144775,0.0,-39004,14897,-24107,-26093.0,0.0,1.1243185997009277,0,41.130159144415266,36.80530427193971
